source,target,class,prod,strength
492,1113,기계장비,펌프,1
492,1120,기계장비,펌프,1
492,1298,인쇄,NA,3
492,1212,,,1
493,835,전기전자자재,단자,1
493,836,전기전자자재,단자,1
493,958,플라스틱자재,아크릴,1
493,1307,,NA,1
494,848,간판및광고물,명판,2
494,1266,금속제품,금속,1
494,1282,기계제작2,NA,1
494,1298,인쇄,NA,1
494,1309,,NA,1
496,1014,건축자재,인테리어제품,1
496,1074,조명및전구,조명제품,1
496,1326,조명및전구,조명제품,1
497,1128,간판및광고물,표지판,1
497,991,건축자재,유리및창호,1
497,954,금속자재,스테인리스,1
497,1058,조명및전구,조명제품,1
497,1060,조명및전구,조명제품,1
497,1074,조명및전구,조명제품,1
497,1326,조명및전구,조명제품,1
498,1058,조명및전구,조명제품,1
498,1060,조명및전구,조명제품,1
498,1326,조명및전구,조명제품,1
498,1306,,NA,2
498,1243,,,1
498,1229,,,1
499,780,간판및광고물,간판,1
499,1058,조명및전구,조명제품,1
499,1060,조명및전구,조명제품,1
499,1326,조명및전구,조명제품,1
499,1294,후처리2,NA,1
500,916,금속자재,부품,1
500,815,금속제품,귀금속,1
500,816,금속제품,귀금속,1
500,817,금속제품,귀금속,1
500,1237,,,1
501,848,간판및광고물,명판,3
501,1266,기계제작1,NA,1
501,1290,후처리2,NA,1
501,1309,,NA,1
501,1240,,,1
502,1157,간판및광고물,현수막,1
502,1253,,,1
503,976,건축자재,위생용도자기,1
503,983,건축자재,위생용도자기,1
503,1276,기계제작2,NA,3
503,869,박스,박스,3
503,1298,인쇄,NA,3
503,1137,플라스틱자재,플라스틱,3
503,958,플라스틱자재,아크릴,3
503,1307,,NA,3
504,1012,건축자재,인테리어제품,1
504,1014,건축자재,인테리어제품,1
504,821,금속자재,금속,1
504,1286,용접,NA,3
504,1237,,,1
505,1014,건축자재,인테리어제품,1
505,954,금속자재,스테인리스,1
505,916,금속자재,부품,1
505,1286,용접,NA,2
505,1237,,,1
506,1013,건축자재,인테리어제품,1
506,1014,건축자재,인테리어제품,1
506,1266,금속제품,금속,1
506,1267,금속제품,비금속,1
506,1280,기계제작1,NA,2
506,1286,용접,NA,2
507,848,간판및광고물,명판,1
507,1298,인쇄,NA,2
507,958,플라스틱자재,아크릴,1
508,954,금속자재,스테인리스,1
508,1058,조명및전구,조명제품,1
508,1060,조명및전구,조명제품,1
509,1298,인쇄,NA,2
509,1030,조명및전구,전구,1
509,1326,조명및전구,조명제품,1
509,958,플라스틱자재,아크릴,1
510,1114,기계장비,펌프,1
510,1123,기계장비,펌프,1
510,1271,기계제작1,NA,1
510,1266,기계제작1,NA,1
510,1274,기계제작2,NA,1
510,1286,용접,NA,1
510,1093,케이스,케이스,5
510,1306,,NA,1
510,1212,,,1
511,1306,,NA,2
511,1243,,,1
511,1229,,,1
511,1184,,,1
512,848,간판및광고물,명판,2
512,850,간판및광고물,명판,2
512,815,금속제품,귀금속,1
512,816,금속제품,귀금속,1
512,817,금속제품,귀금속,1
512,1298,인쇄,NA,2
512,1309,,NA,2
513,848,간판및광고물,명판,4
513,1267,기계제작1,NA,2
513,1273,기계제작1,NA,2
513,1266,기계제작1,NA,2
513,1277,기계제작2,NA,2
513,1229,,,4
513,1306,,NA,2
513,1253,,,1
514,848,간판및광고물,명판,2
514,1280,기계제작1,NA,3
514,1302,후처리2,NA,3
515,1266,금속제품,금속,1
515,1321,,NA,1
516,1266,금속제품,금속,2
516,1114,기계장비,펌프,1
516,1123,기계장비,펌프,1
516,1274,기계제작1,NA,1
516,1294,용접,NA,1
516,1212,,,1
517,1266,기계제작1,NA,1
517,1286,용접,NA,1
517,948,전기전자제품,센서,1
517,966,전자전기제품,열쇠(키),1
517,969,전자전기제품,열쇠(키),1
518,976,건축자재,위생용도자기,1
518,983,건축자재,위생용도자기,1
519,1328,,NA,2
519,1309,,NA,1
519,1243,,,1
519,1229,,,1
520,904,금속자재,봉,3
520,1266,금속제품,금속,4
520,1267,금속제품,비금속,2
520,1284,기계제작2,NA,2
520,1239,,,3
520,1311,,NA,2
520,1315,,NA,2
521,1058,조명및전구,조명제품,1
521,1060,조명및전구,조명제품,1
521,1081,조명및전구,조명제품,1
521,1326,조명및전구,조명제품,1
522,1266,금속제품,금속,2
522,1276,기계제작2,NA,1
522,1307,,NA,1
522,1321,,NA,1
522,1322,,NA,1
523,1030,조명및전구,전구,1
523,1257,,,1
524,1240,,,1
525,1055,전기전자자재,전선,1
525,1258,,,1
526,1266,금속제품,금속,2
526,1066,조명및전구,조명제품,1
526,1305,후처리2,NA,1
526,1322,,NA,1
527,848,간판및광고물,명판,2
527,850,간판및광고물,명판,2
527,851,기계장비,모터,1
527,1091,기계장비,컴프레셔(콤프레샤),1
527,1306,인쇄,NA,2
527,1090,전기전자제품,컨버터및인버터,1
527,1317,,NA,2
527,1210,,,1
527,1212,,,1
528,1222,,,2
529,1220,,,1
529,1245,,,1
530,1266,금속제품,금속,1
530,1294,용접,NA,1
533,1266,금속제품,금속,2
533,1305,후처리2,NA,1
533,1322,,NA,1
534,1113,기계장비,펌프,1
534,1120,기계장비,펌프,1
534,1212,,,1
534,1253,,,1
535,1014,건축자재,인테리어제품,2
535,1266,금속제품,금속,3
535,1280,기계제작1,NA,1
535,1284,기계제작2,NA,1
535,1303,시공,NA,1
535,1286,용접,NA,1
535,1315,,NA,1
536,842,금속자재,망,1
536,1047,전기전자자재,전선,1
536,1053,전기전자자재,전선,1
537,1267,금속제품,비금속,4
537,1266,금속제품,금속,2
537,1284,기계제작2,NA,3
537,958,플라스틱자재,아크릴,2
537,1315,,NA,3
537,1243,,,1
537,1229,,,1
538,1017,건축자재,인테리어철물,1
538,1011,건축자재,인테리어제품,1
538,1012,건축자재,인테리어제품,1
538,815,금속제품,귀금속,1
538,816,금속제품,귀금속,1
538,817,금속제품,귀금속,1
538,1276,기계제작2,NA,4
538,1326,조명및전구,조명제품,1
539,848,간판및광고물,명판,4
539,781,간판및광고물,간판,1
539,783,간판및광고물,간판,1
539,785,간판및광고물,간판,1
539,1331,기계제작2,NA,1
539,1284,기계제작2,NA,1
539,1306,인쇄,NA,1
539,1058,조명및전구,조명제품,1
539,1060,조명및전구,조명제품,1
539,1303,후처리2,NA,1
540,1266,기계제작1,NA,1
540,958,플라스틱자재,아크릴,1
540,1306,,NA,1
540,1315,,NA,1
541,907,금속자재,봉,1
541,1241,,,1
541,1238,,,1
541,1237,,,1
542,848,간판및광고물,명판,1
542,988,유리자재,유리,1
542,1058,조명및전구,조명제품,1
542,1060,조명및전구,조명제품,1
542,1326,조명및전구,조명제품,1
542,958,플라스틱자재,아크릴,1
543,848,간판및광고물,명판,3
543,1272,기계제작1,NA,4
543,1273,기계제작1,NA,4
543,1276,기계제작2,NA,4
543,1277,기계제작2,NA,4
543,962,비철금속자재,알루미늄,3
543,964,비철금속자재,알루미늄,3
543,1058,조명및전구,조명제품,1
543,1060,조명및전구,조명제품,1
543,1326,조명및전구,조명제품,1
543,958,플라스틱자재,아크릴,3
544,958,플라스틱자재,아크릴,2
544,1255,,,1
545,1164,전자전기제품,회로,1
545,1326,조명및전구,조명제품,1
545,1253,,,1
546,848,간판및광고물,명판,3
546,1280,기계제작1,NA,4
546,1284,기계제작2,NA,4
546,1331,기계제작2,NA,4
546,962,비철금속자재,알루미늄,3
546,964,비철금속자재,알루미늄,3
546,958,플라스틱자재,아크릴,3
547,1266,금속제품,금속,2
547,1274,기계제작1,NA,1
547,1326,조명및전구,조명제품,1
547,1328,,NA,1
548,1266,금속제품,금속,2
548,1284,기계제작2,NA,1
548,1282,기계제작2,NA,1
548,1178,,,1
549,1058,조명및전구,조명제품,1
549,1060,조명및전구,조명제품,1
549,1223,,,1
550,980,건축자재,위생용도자기,1
550,983,건축자재,위생용도자기,1
550,1315,,NA,1
551,793,기계장비,공구,1
551,967,전자전기제품,열쇠(키),1
551,1252,,,1
552,1271,기계장비,제어기,1
552,1058,조명및전구,조명제품,1
552,1060,조명및전구,조명제품,1
552,1326,조명및전구,조명제품,1
553,766,전기전자제품,가전제품(전기전자제품),1
554,916,금속자재,부품,1
554,1237,,,1
555,780,간판및광고물,간판,1
555,1267,기계제작1,NA,1
555,1272,기계제작1,NA,1
555,1302,후처리2,NA,1
555,1306,,NA,2
556,1081,조명및전구,조명제품,1
556,1326,조명및전구,조명제품,1
556,1237,,,1
557,916,금속자재,부품,1
557,1058,조명및전구,조명제품,1
557,1060,조명및전구,조명제품,1
557,1030,조명및전구,전구,1
557,1326,조명및전구,조명제품,1
557,1220,,,1
557,1223,,,1
558,1237,,,1
558,1240,,,1
559,1081,조명및전구,조명제품,1
559,1326,조명및전구,조명제품,1
560,1286,용접,NA,1
560,1081,조명및전구,조명제품,1
560,1326,조명및전구,조명제품,1
561,976,건축자재,위생용도자기,1
561,983,건축자재,위생용도자기,1
561,1297,후처리2,NA,1
561,1328,,NA,1
562,1266,금속제품,금속,1
562,1278,기계제작1,NA,1
562,1243,,,1
562,1229,,,1
563,1334,금속자재,철,1
563,1274,기계제작2,NA,1
563,1286,용접,NA,1
564,1273,기계제작1,NA,1
564,1276,기계제작2,NA,1
564,1277,기계제작2,NA,1
565,916,금속자재,부품,2
565,1237,,,1
566,916,금속자재,부품,1
566,1293,자수,NA,3
566,1237,,,1
566,1223,,,1
567,1058,조명및전구,조명제품,1
567,1060,조명및전구,조명제품,1
567,1030,조명및전구,전구,1
567,1226,,,1
567,1225,,,1
567,1224,,,1
567,1253,,,1
567,1223,,,1
568,1017,건축자재,인테리어철물,3
568,1014,건축자재,인테리어제품,3
568,1083,금속자재,철,3
568,1288,부품제작,NA,3
568,1294,용접,NA,3
568,1243,,,1
568,1229,,,1
569,781,간판및광고물,간판,1
569,782,간판및광고물,간판,1
569,783,간판및광고물,간판,1
569,852,기계장비,모터,1
569,853,기계장비,모터,1
569,958,플라스틱자재,아크릴,1
569,1294,후처리2,NA,4
569,1187,,,1
570,976,건축자재,위생용도자기,1
570,983,건축자재,위생용도자기,1
571,902,금속자재,봉,1
571,1297,후처리2,NA,1
571,1328,,NA,1
572,1266,금속제품,금속,4
572,1275,기계제작1,NA,1
572,1280,기계제작1,NA,1
572,1090,전기전자제품,컨버터및인버터,1
572,1328,,NA,2
573,1112,기계장비,펌프,1
573,1123,기계장비,펌프,1
573,1124,기계장비,펌프,1
573,1229,,,1
573,1212,,,1
574,1090,전기전자제품,컨버터및인버터,1
574,1029,조명및전구,전구,1
574,1030,조명및전구,전구,1
574,1228,,,1
575,887,건축자재,벽지및장판,1
576,1101,금속자재,파이프,1
576,1274,기계제작2,NA,1
576,1286,용접,NA,1
576,1238,,,1
576,1211,,,1
577,796,기계장비,공구,2
578,793,기계장비,공구,2
579,793,기계장비,공구,2
580,857,건축자재,목제품,4
580,1276,기계제작2,NA,2
580,1284,기계제작2,NA,2
580,958,플라스틱자재,아크릴,4
580,1307,,NA,2
580,1315,,NA,2
581,1074,조명및전구,조명제품,2
581,1076,조명및전구,조명제품,2
581,1326,조명및전구,조명제품,2
582,766,전기전자제품,가전제품(전기전자제품),2
582,1212,,,2
583,1237,,,2
584,916,금속자재,부품,2
585,1258,,,2
586,1164,전자전기제품,회로,2
586,1058,조명및전구,조명제품,2
586,1057,조명및전구,조명자재,2
586,1059,조명및전구,조명제품,2
586,1060,조명및전구,조명제품,2
586,1062,조명및전구,조명제품,2
588,1237,,,2
589,1237,,,2
590,1237,,,2
590,1315,,NA,1
590,1323,,NA,1
591,886,건축자재,벽지및장판,2
591,887,건축자재,벽지및장판,2
591,888,건축자재,벽지및장판,2
591,889,건축자재,벽지및장판,2
591,983,건축자재,위생용도자기,2
592,1157,간판및광고물,현수막,2
592,1298,인쇄,NA,1
592,1306,인쇄,NA,1
593,1326,조명및전구,조명제품,2
594,1326,조명및전구,조명제품,2
595,1037,전기전자자재,전선,2
595,1041,전기전자자재,전선,2
595,1048,전기전자자재,전선,2
596,1138,플라스틱자재,플라스틱,2
596,1181,,,2
596,1309,,NA,2
596,1317,,NA,2
597,1334,금속자재,철,2
598,1135,플라스틱자재,플라스틱,2
599,976,건축자재,위생용도자기,2
599,983,건축자재,위생용도자기,2
599,921,금속자재,부품,2
600,983,건축자재,위생용도자기,2
600,1137,플라스틱자재,플라스틱,2
600,1144,플라스틱자재,필름,2
600,1145,플라스틱자재,필름,2
601,1259,,,2
602,1242,,,2
603,1258,,,2
604,842,금속자재,망,2
605,1334,금속자재,철,2
605,1298,인쇄,NA,1
605,1306,인쇄,NA,1
606,976,건축자재,위생용도자기,2
606,983,건축자재,위생용도자기,2
607,1014,건축자재,인테리어제품,2
607,1334,금속자재,철,2
607,1267,기계제작1,NA,2
607,1275,기계제작1,NA,2
608,1016,건축자재,인테리어철물,2
608,1012,건축자재,인테리어제품,2
608,759,전기전자제품,가전제품(전기전자제품),2
609,964,비철금속자재,알루미늄,2
609,1239,,,2
610,888,건축자재,벽지및장판,2
610,889,건축자재,벽지및장판,2
610,983,건축자재,위생용도자기,2
610,959,플라스틱자재,아크릴,2
611,991,건축자재,유리및창호,2
612,932,금속자재,부품,2
612,1326,조명및전구,조명제품,2
613,971,비금속광물자재,"원석,돌,스톤",2
613,972,비금속광물자재,"원석,돌,스톤",2
613,973,비금속광물자재,"원석,돌,스톤",2
613,974,비금속광물자재,"원석,돌,스톤",2
613,975,비금속광물자재,"원석,돌,스톤",2
614,1326,조명및전구,조명제품,2
615,1012,건축자재,인테리어제품,2
615,1014,건축자재,인테리어제품,2
615,1095,케이스,케이스,2
616,1326,조명및전구,조명제품,2
617,907,금속자재,봉,2
617,1259,,,2
617,1238,,,2
618,1295,후처리2,NA,1
618,1303,후처리2,NA,1
618,1229,,,4
618,1328,,NA,1
618,1306,,NA,1
619,1266,금속제품,금속,1
619,1274,기계제작2,NA,1
619,1282,기계제작2,NA,1
620,1266,금속제품,금속,3
620,1284,기계제작2,NA,2
620,1282,기계제작2,NA,2
620,1276,기계제작2,NA,1
620,1274,기계제작2,NA,1
620,833,기획,기획,3
620,1319,,NA,2
620,1311,,NA,1
621,830,기계장비,기어,2
621,1276,기계제작2,NA,2
621,1284,기계제작2,NA,2
621,1245,,,2
622,885,플라스틱자재,벨트,2
622,1245,,,2
623,1099,금속자재,파이프,2
623,1272,기계제작1,NA,1
623,1280,기계제작1,NA,1
624,1276,기계제작2,NA,1
624,1274,기계제작2,NA,1
624,1284,기계제작2,NA,1
624,1282,기계제작2,NA,1
624,964,비철금속자재,알루미늄,4
625,1334,금속자재,철,2
626,1274,기계제작2,NA,1
626,1282,기계제작2,NA,1
626,1245,,,2
628,1266,금속제품,금속,1
628,1274,기계제작2,NA,1
628,1282,기계제작2,NA,1
629,1274,기계제작2,NA,1
629,1282,기계제작2,NA,1
629,1245,,,2
630,932,금속자재,부품,8
630,1266,기계제작1,NA,2
630,1274,기계제작1,NA,2
630,1276,기계제작2,NA,2
630,1284,기계제작2,NA,2
630,1239,,,8
630,1328,,NA,2
630,1306,,NA,2
631,1112,기계장비,펌프,2
631,1123,기계장비,펌프,2
631,1124,기계장비,펌프,2
631,1212,,,2
632,1014,건축자재,인테리어제품,4
632,1274,기계제작2,NA,2
632,1282,기계제작2,NA,2
632,1286,용접,NA,2
632,1294,용접,NA,2
632,1245,,,4
633,1266,금속제품,금속,1
633,1282,기계제작2,NA,2
633,1274,기계제작2,NA,1
633,833,기획,기획,1
634,1011,건축자재,인테리어제품,2
634,1012,건축자재,인테리어제품,2
634,1014,건축자재,인테리어제품,2
634,1286,용접,NA,3
634,1294,용접,NA,3
635,825,기계장비,기어,2
635,826,기계장비,기어,2
635,827,기계장비,기어,2
635,829,기계장비,기어,2
635,1245,,,2
636,898,금속자재,봉,2
636,903,금속자재,봉,2
637,1131,금속자재,풀리,2
637,829,기계장비,기어,2
637,1245,,,2
638,1150,금속자재,합금,2
638,1186,,,2
639,825,기계장비,기어,2
639,827,기계장비,기어,2
639,1274,기계제작2,NA,3
639,1282,기계제작2,NA,3
639,1245,,,2
640,1274,기계제작2,NA,1
640,1282,기계제작2,NA,1
640,1245,,,2
641,1266,금속제품,금속,1
641,1274,기계제작2,NA,1
641,1282,기계제작2,NA,1
642,905,금속자재,봉,2
642,1152,금속자재,합금,2
643,1266,금속제품,금속,2
643,1280,기계제작1,NA,2
643,1272,기계제작1,NA,1
643,833,기획,기획,2
643,1294,용접,NA,2
643,1286,용접,NA,1
644,1266,금속제품,금속,2
644,1276,기계제작2,NA,1
644,1274,기계제작2,NA,1
644,1284,기계제작2,NA,1
644,1282,기계제작2,NA,1
645,1274,기계제작2,NA,1
645,1282,기계제작2,NA,1
645,1212,,,2
646,1112,기계장비,펌프,2
646,1124,기계장비,펌프,2
647,1152,금속자재,합금,2
647,1238,,,2
648,1266,금속제품,금속,6
648,1274,기계제작1,NA,3
648,1282,기계제작2,NA,1
648,1328,,NA,1
648,1306,,NA,1
649,1266,금속제품,금속,2
649,1271,기계제작1,NA,1
649,1272,기계제작1,NA,1
649,1279,기계제작1,NA,1
649,1280,기계제작1,NA,1
650,821,금속자재,금속,4
650,1083,금속자재,철,4
650,1274,기계제작2,NA,2
650,1282,기계제작2,NA,2
650,1286,용접,NA,2
650,1294,용접,NA,2
651,842,금속자재,망,2
653,954,금속자재,스테인리스,2
653,1238,,,2
654,984,유리자재,유리,2
654,988,유리자재,유리,2
654,989,유리자재,유리,2
656,1272,기계제작1,NA,2
656,1280,기계제작1,NA,2
656,869,박스,박스,4
656,959,플라스틱자재,아크릴,4
657,1266,금속제품,금속,1
658,1273,기계제작1,NA,2
658,1277,기계제작2,NA,2
658,1331,기계제작2,NA,2
658,1295,후처리2,NA,2
658,1303,후처리2,NA,2
658,1243,,,4
658,1229,,,4
660,1273,건축자재,목제품,2
660,1266,금속제품,금속,2
660,1284,기계제작2,NA,2
660,1282,기계제작2,NA,2
660,1276,기계제작2,NA,1
660,1274,기계제작2,NA,1
661,1012,건축자재,인테리어제품,2
661,1083,금속자재,철,2
662,1014,건축자재,인테리어제품,2
662,1286,용접,NA,1
662,1294,용접,NA,1
664,899,금속자재,봉,2
664,900,금속자재,봉,2
664,901,금속자재,봉,2
664,903,금속자재,봉,2
664,1151,금속자재,합금,2
665,780,간판및광고물,간판,2
665,1009,건축자재,인테리어제품,2
665,1014,건축자재,인테리어제품,2
665,1083,금속자재,철,2
665,1286,용접,NA,4
665,1294,용접,NA,4
666,780,간판및광고물,간판,4
666,1083,금속자재,철,4
666,1271,기계제작1,NA,2
666,1272,기계제작1,NA,2
666,1279,기계제작1,NA,2
666,1280,기계제작1,NA,2
667,1276,기계제작2,NA,4
667,1284,기계제작2,NA,4
667,1164,전자전기제품,회로,4
667,1058,조명및전구,조명제품,4
667,1060,조명및전구,조명제품,4
667,1300,회로설계,NA,4
667,1308,회로설계,NA,4
668,1266,금속제품,금속,3
668,1274,기계제작1,NA,1
668,1328,,NA,1
668,1306,,NA,1
669,1266,금속제품,금속,3
669,1267,금속제품,비금속,3
669,1279,기계제작1,NA,2
669,1280,기계제작1,NA,2
669,1271,기계제작1,NA,1
669,1272,기계제작1,NA,1
669,1328,,NA,2
669,1306,,NA,1
670,1014,건축자재,인테리어제품,2
670,954,금속자재,스테인리스,2
670,821,금속자재,금속,2
670,1083,금속자재,철,2
671,1100,금속자재,파이프,2
671,1102,금속자재,파이프,2
671,1106,금속자재,파이프,2
671,1238,,,2
672,954,금속자재,스테인리스,6
672,821,금속자재,금속,6
672,896,금속자재,"볼트,너트",6
672,795,기계장비,공구,6
672,1266,기계제작1,NA,5
672,1274,기계제작1,NA,5
672,1240,,,6
672,1328,,NA,5
672,1306,,NA,5
672,1311,,NA,5
672,1319,,NA,5
673,1239,,,2
674,856,기계장비,모터,2
675,1112,기계장비,펌프,2
675,1123,기계장비,펌프,2
675,1124,기계장비,펌프,2
675,1187,,,2
675,1212,,,2
676,1091,기계장비,컴프레셔(콤프레샤),2
676,1187,,,2
677,1012,건축자재,인테리어제품,4
677,1014,건축자재,인테리어제품,4
677,1274,기계제작2,NA,2
677,1282,기계제작2,NA,2
677,1286,용접,NA,2
677,1294,용접,NA,2
678,1334,금속자재,철,2
678,954,금속자재,스테인리스,2
678,821,금속자재,금속,2
678,964,비철금속자재,알루미늄,2
678,1306,,NA,5
678,1328,,NA,5
678,1239,,,2
679,1081,조명및전구,조명제품,2
679,1326,조명및전구,조명제품,2
679,1239,,,2
680,1266,금속제품,금속,1
680,1274,기계제작2,NA,1
680,1282,기계제작2,NA,1
681,1266,금속제품,금속,1
681,1276,기계제작2,NA,1
681,1284,기계제작2,NA,1
682,1274,기계제작2,NA,1
682,1282,기계제작2,NA,1
682,1245,,,2
683,1266,금속제품,금속,1
683,1274,기계제작2,NA,1
683,1282,기계제작2,NA,1
684,1266,금속제품,금속,1
684,1274,기계제작2,NA,1
684,1282,기계제작2,NA,1
685,1266,금속제품,금속,1
685,1274,기계제작2,NA,1
685,1282,기계제작2,NA,1
686,932,금속자재,부품,4
686,1266,기계제작1,NA,1
686,1274,기계제작1,NA,1
686,1328,,NA,1
686,1306,,NA,1
687,932,금속자재,부품,2
688,1273,건축자재,목제품,1
688,1266,금속제품,금속,1
688,1282,기계제작2,NA,2
688,1274,기계제작2,NA,1
689,1266,금속제품,금속,2
689,1274,기계제작2,NA,1
689,1282,기계제작2,NA,1
689,1328,,NA,1
689,1306,,NA,1
690,1266,금속제품,금속,1
690,1286,용접,NA,1
690,1294,용접,NA,1
691,1266,금속제품,금속,3
691,1274,기계제작1,NA,2
691,1282,기계제작2,NA,1
693,1266,금속제품,금속,2
693,1276,기계제작2,NA,1
693,1274,기계제작2,NA,1
693,1284,기계제작2,NA,1
693,1282,기계제작2,NA,1
694,1266,금속제품,금속,1
694,1274,기계제작2,NA,1
694,1282,기계제작2,NA,1
696,1266,금속제품,금속,4
696,1274,기계제작1,NA,2
696,1282,기계제작2,NA,1
696,1306,,NA,1
696,1328,,NA,1
697,1012,건축자재,인테리어제품,2
697,1014,건축자재,인테리어제품,2
697,1286,용접,NA,2
697,1294,용접,NA,2
698,933,금속자재,부품,2
698,1274,기계제작2,NA,1
698,1282,기계제작2,NA,1
700,1015,건축자재,인테리어철물,2
701,1266,금속제품,금속,1
702,1266,금속제품,금속,1
702,1274,기계제작2,NA,1
702,1282,기계제작2,NA,1
703,1017,건축자재,인테리어철물,2
703,1274,기계제작2,NA,1
703,1282,기계제작2,NA,1
704,848,간판및광고물,명판,8
704,1266,기계제작1,NA,1
704,1274,기계제작1,NA,1
704,1306,인쇄,NA,2
704,1298,인쇄,NA,1
704,1309,,NA,1
704,1317,,NA,1
704,1328,,NA,1
705,899,금속자재,봉,2
705,900,금속자재,봉,2
705,901,금속자재,봉,2
707,934,금속자재,부품,2
707,876,전기전자자재,버스바(부스바),2
707,1226,,,2
707,1225,,,2
709,1240,,,2
710,1272,금속제품,금속,2
710,1266,기계제작1,NA,1
710,1274,기계제작1,NA,1
710,1276,기계제작2,NA,1
710,1284,기계제작2,NA,1
711,1266,금속제품,금속,1
711,1274,기계제작2,NA,1
711,1282,기계제작2,NA,1
712,1260,,,2
713,954,금속자재,스테인리스,4
713,821,금속자재,금속,4
713,964,비철금속자재,알루미늄,4
713,1286,용접,NA,4
713,1294,용접,NA,4
713,1256,,,4
713,1311,,NA,4
713,1319,,NA,4
714,1266,기계제작1,NA,1
714,1274,기계제작1,NA,1
714,1189,,,4
714,1311,,NA,1
714,1319,,NA,1
715,1266,금속제품,금속,1
716,949,전기전자자재,스위치,2
716,939,전기전자제품,분전반및배전반,2
716,1183,,,2
716,1184,,,2
717,939,전기전자제품,분전반및배전반,2
717,1183,,,2
718,1266,금속제품,금속,1
719,1266,기계제작1,NA,2
719,1274,기계제작1,NA,2
719,1243,,,2
719,1229,,,2
720,917,금속자재,부품,1
720,919,금속자재,부품,1
720,922,금속자재,부품,1
721,1083,금속자재,철,2
721,1286,용접,NA,1
721,1294,용접,NA,1
722,1266,금속제품,금속,1
722,1274,기계제작2,NA,1
722,1282,기계제작2,NA,1
723,1266,금속제품,금속,1
723,1276,기계제작2,NA,1
723,1284,기계제작2,NA,1
724,1147,금속자재,합금,2
724,1148,금속자재,합금,2
725,1017,건축자재,인테리어철물,2
725,1011,건축자재,인테리어제품,2
725,1012,건축자재,인테리어제품,2
725,1014,건축자재,인테리어제품,2
726,1266,금속제품,금속,1
726,1274,기계제작2,NA,1
726,1282,기계제작2,NA,1
727,1266,금속제품,금속,1
727,1274,기계제작2,NA,1
727,1282,기계제작2,NA,1
728,1266,금속제품,금속,1
729,1266,금속제품,금속,1
729,1274,기계제작2,NA,1
729,1282,기계제작2,NA,1
730,1335,전기전자제품,가전제품(전기전자제품),2
731,818,금속자재,금속,2
731,1064,조명및전구,조명제품,2
731,1067,조명및전구,조명제품,2
732,1237,,,2
733,1237,,,2
734,1250,,,2
735,1257,,,2
736,916,금속자재,부품,2
736,1237,,,2
737,778,전기전자제품,가전제품(전기전자제품),2
738,1266,금속제품,금속,1
738,1269,기계제작1,NA,1
738,1277,기계제작1,NA,1
739,1266,금속제품,금속,1
739,1276,기계제작2,NA,1
739,1284,기계제작2,NA,1
740,821,금속자재,금속,2
740,1280,부품제작,NA,1
740,1288,부품제작,NA,1
741,1266,금속제품,금속,2
741,1274,기계제작1,NA,1
742,916,금속자재,부품,2
743,1261,,,2
743,1181,,,2
743,1193,,,2
744,1262,,,2
745,1017,건축자재,인테리어철물,4
745,1011,건축자재,인테리어제품,4
745,917,금속자재,부품,4
745,932,금속자재,부품,4
745,1276,기계제작1,NA,10
745,1268,기계제작1,NA,5
745,1284,기계제작2,NA,5
745,1189,,,4
746,954,금속자재,스테인리스,2
746,1253,,,2
747,821,금속자재,금속,2
747,1150,금속자재,합금,2
747,1280,부품제작,NA,2
747,1288,부품제작,NA,2
748,1150,금속자재,합금,2
748,1152,금속자재,합금,2
748,964,비철금속자재,알루미늄,2
749,1266,금속제품,금속,1
749,1272,기계제작1,NA,1
749,1280,기계제작1,NA,1
750,1266,금속제품,금속,1
750,1316,,NA,1
750,1324,,NA,1
751,1014,건축자재,인테리어제품,2
751,1286,용접,NA,1
751,1294,용접,NA,1
752,1055,전기전자자재,전선,2
1326,1060,조명및전구,조명제품,1
1326,1058,조명및전구,조명제품,1
1326,1168,,,1
1326,1238,,,1
1327,780,간판및광고물,간판,6
1327,1014,건축자재,인테리어제품,6
1327,1009,건축자재,인테리어제품,6
1327,1010,건축자재,인테리어제품,2
1327,1083,금속자재,철,6
1327,821,금속자재,금속,6
1327,954,금속자재,스테인리스,6
1327,1271,기계제작1,NA,6
1327,1280,기계제작1,NA,6
1327,1279,기계제작1,NA,6
1327,1272,기계제작1,NA,6
1327,1286,용접,NA,6
1327,1294,용접,NA,6
1329,1060,조명및전구,조명제품,1
1329,1058,조명및전구,조명제품,1
1329,1230,,,1
1329,1231,,,1
1329,1168,,,1
1330,1267,기계제작1,NA,1
1330,1266,기계제작1,NA,1
1330,1229,,,1
1330,1236,,,1
1330,1246,,,1
1332,983,건축자재,위생용도자기,1
1332,976,건축자재,위생용도자기,1
1332,1326,조명및전구,조명제품,1
1332,1060,조명및전구,조명제품,1
1332,1058,조명및전구,조명제품,1
1336,1014,건축자재,인테리어제품,1
1336,1090,전기전자제품,컨버터및인버터,1
1336,1095,케이스,케이스,1
1336,1297,후처리2,NA,1
1337,780,간판및광고물,간판,1
1337,857,건축자재,목제품,1
1337,988,유리자재,유리,1
1337,789,합성고무자재,고무,1
1337,1235,,,1
1337,1248,,,1
1338,1239,,,2
1338,1319,,NA,1
1338,1311,,NA,1
1339,819,금속자재,금속,1
1339,805,기계장비,공구,1
1339,800,기계장비,공구,1
1339,988,유리자재,유리,1
1339,984,유리자재,유리,1
1339,769,전기전자제품,가전제품(전기전자제품),1
1339,1316,,NA,3
