source,target,class,prod,strength
1339,1215,,,1
1340,935,금속자재,부품,1
1340,867,박스,박스,1
1340,863,박스,박스,1
1340,1030,조명및전구,전구,1
1340,1326,조명및전구,조명제품,1
1340,1093,케이스,케이스,1
1340,958,플라스틱자재,아크릴,1
1340,1134,플라스틱자재,플라스틱,1
1340,1140,플라스틱자재,플라스틱,1
1340,959,플라스틱자재,아크릴,1
1340,1183,,,1
1341,1060,조명및전구,조명제품,1
1341,1058,조명및전구,조명제품,1
1341,1186,,,1
1341,1236,,,1
1341,1176,,,1
1341,1234,,,1
1341,1214,,,1
1342,1276,기계제작2,NA,2
1342,1284,기계제작2,NA,2
1342,959,플라스틱자재,아크릴,2
1342,958,플라스틱자재,아크릴,2
1343,1272,기계제작1,NA,1
1343,1030,조명및전구,전구,1
1343,1031,조명및전구,전구,1
1343,1029,조명및전구,전구,1
1343,1253,,,1
1343,1311,,NA,1
1344,1090,전기전자제품,컨버터및인버터,2
1344,1220,,,2
1345,1280,기계제작1,NA,4
1345,1272,기계제작1,NA,4
1345,1298,인쇄,NA,1
1345,1306,인쇄,NA,1
1345,958,플라스틱자재,아크릴,4
1345,1238,,,4
1345,1315,,NA,1
1345,1307,,NA,1
1346,954,금속자재,스테인리스,1
1346,853,기계장비,모터,1
1346,852,기계장비,모터,1
1346,1187,,,1
