source,target,id,weight,class,prod
13,1060,2113,1,조명및전구,조명제품
13,1326,4281,1,조명및전구,조명제품
14,994,168,1,기계장비,의료
14,1003,1479,1,기계장비,의료
14,1005,1484,1,기계장비,의료
14,1058,2082,1,조명및전구,조명제품
14,1060,2107,1,조명및전구,조명제품
14,1068,2771,1,조명및전구,조명제품
14,1029,2773,1,조명및전구,전구
14,1030,3229,1,조명및전구,전구
14,1031,3555,1,조명및전구,전구
14,1032,3639,1,조명및전구,전구
14,1326,4298,1,조명및전구,조명제품
15,765,549,1,전기전자제품,가전제품(전기전자제품)
15,1058,2053,1,조명및전구,조명제품
15,1060,2101,1,조명및전구,조명제품
15,1080,3547,1,조명및전구,조명제품
16,806,230,1,기계장비,과학용품
16,807,257,1,기계장비,과학용품
16,809,1051,1,기계장비,과학용품
16,773,1097,1,전기전자제품,가전제품(전기전자제품)
16,810,1258,1,기계장비,과학용품
16,811,1471,1,기계장비,과학용품
16,878,2146,1,금속자재,베어링
17,994,164,1,기계장비,의료
17,765,555,1,전기전자제품,가전제품(전기전자제품)
17,1002,1439,1,기계장비,의료
17,1003,1478,1,기계장비,의료
17,1164,2155,1,전자전기제품,회로
17,1308,4262,1,회로설계,NA
18,1058,2063,1,조명및전구,조명제품
18,1060,2104,1,조명및전구,조명제품
18,1164,2156,1,전자전기제품,회로
19,815,672,1,금속제품,귀금속
19,817,889,1,금속제품,귀금속
19,865,2174,1,박스,박스
20,817,883,1,금속제품,귀금속
20,863,2023,1,박스,박스
20,864,2040,1,박스,박스
20,953,2175,1,금속자재,스테인리스
20,964,3008,1,비철금속자재,알루미늄
21,816,713,1,금속제품,귀금속
21,817,890,1,금속제품,귀금속
22,1095,641,1,케이스,케이스
22,754,2181,1,전기전자제품,가전제품(전기전자제품)
22,758,2459,1,전기전자제품,가전제품(전기전자제품)
22,760,2488,1,전기전자제품,가전제품(전기전자제품)
22,764,2668,1,전기전자제품,가전제품(전기전자제품)
22,771,3143,1,전기전자제품,가전제품(전기전자제품)
23,807,260,1,기계장비,과학용품
23,767,619,1,전기전자제품,가전제품(전기전자제품)
23,808,650,1,기계장비,과학용품
23,773,1090,1,전기전자제품,가전제품(전기전자제품)
23,754,2182,1,전기전자제품,가전제품(전기전자제품)
23,1055,3467,1,전기전자자재,전선
24,807,255,1,기계장비,과학용품
24,810,1259,1,기계장비,과학용품
25,807,259,1,기계장비,과학용품
25,994,2191,1,기계장비,의료
25,765,2706,1,전기전자제품,가전제품(전기전자제품)
25,1002,3637,1,기계장비,의료
25,1003,3678,1,기계장비,의료
26,978,616,1,건축자재,위생용도자기
26,994,2190,1,기계장비,의료
26,996,2824,1,기계장비,의료
26,1000,3480,1,기계장비,의료
26,1002,3634,1,기계장비,의료
27,1133,658,1,전기전자자재,퓨즈(휴즈)
27,1090,971,1,전기전자제품,컨버터및인버터
27,994,2192,1,기계장비,의료
27,807,2283,1,기계장비,과학용품
27,995,2598,1,기계장비,의료
27,1002,3635,1,기계장비,의료
27,1003,3677,1,기계장비,의료
27,1005,3681,1,기계장비,의료
28,773,1096,1,전기전자제품,가전제품(전기전자제품)
28,793,2208,1,기계장비,공구
28,794,2421,1,기계장비,공구
29,773,1095,1,전기전자제품,가전제품(전기전자제품)
29,793,2203,1,기계장비,공구
29,794,2422,1,기계장비,공구
29,799,3267,1,기계장비,공구
29,800,3293,1,기계장비,공구
30,1020,2210,1,금속제품,자석
31,1309,1642,1,,NA
31,1298,1823,1,인쇄,NA
31,1277,1920,1,기계제작2,NA
31,1273,1921,1,기계제작1,NA
31,1020,2214,1,금속제품,자석
32,1020,2215,1,금속제품,자석
33,988,942,1,유리자재,유리
33,1020,2211,1,금속제품,자석
33,1025,3059,1,금속제품,자석
33,1026,3481,1,금속제품,자석
34,988,944,1,유리자재,유리
34,1167,967,1,,
34,1331,4410,1,기계제작2,NA
34,1317,3838,1,,NA
34,1306,4050,1,인쇄,NA
37,1058,68,1,조명및전구,조명제품
37,1060,118,1,조명및전구,조명제품
37,917,489,1,금속자재,부품
37,1074,1008,1,조명및전구,조명제품
37,1253,1062,1,,
37,1040,2228,1,전기전자자재,전선
37,1044,2452,1,전기전자자재,전선
37,1045,2698,1,전기전자자재,전선
37,1054,3456,1,전기전자자재,전선
37,1326,4325,1,조명및전구,조명제품
38,1168,11,1,,
38,1169,952,1,,
38,852,2247,1,기계장비,모터
39,1065,2262,1,조명및전구,조명제품
39,1070,2820,1,조명및전구,조명제품
39,1077,3392,1,조명및전구,조명제품
39,1081,3561,1,조명및전구,조명제품
39,1326,4289,1,조명및전구,조명제품
40,779,1289,1,전기전자제품,가전제품(전기전자제품)
40,935,1341,1,금속자재,부품
40,1175,2269,1,,
40,860,2938,1,전기전자제품,미터(메타)
40,1184,3301,1,,
41,793,174,1,기계장비,공구
41,794,276,1,기계장비,공구
41,799,1068,1,기계장비,공구
41,800,1101,1,기계장비,공구
41,807,2282,1,기계장비,과학용품
42,1170,340,1,,
42,762,480,1,전기전자제품,가전제품(전기전자제품)
42,763,484,1,전기전자제품,가전제품(전기전자제품)
42,807,2280,1,기계장비,과학용품
43,800,1104,1,기계장비,공구
43,807,2284,1,기계장비,과학용품
43,873,2712,1,금속제품,밸브
43,1195,3115,1,,
44,793,178,1,기계장비,공구
44,794,273,1,기계장비,공구
44,799,1076,1,기계장비,공구
44,800,1102,1,기계장비,공구
44,806,2256,1,기계장비,과학용품
44,807,2281,1,기계장비,과학용품
44,809,3239,1,기계장비,과학용품
44,773,3291,1,전기전자제품,가전제품(전기전자제품)
44,810,3452,1,기계장비,과학용품
44,811,3670,1,기계장비,과학용품
45,807,2279,1,기계장비,과학용품
45,810,3454,1,기계장비,과학용품
46,1055,1279,1,전기전자자재,전선
46,1056,1337,1,전기전자자재,전선
46,935,1343,1,금속자재,부품
46,793,2209,1,기계장비,공구
46,819,2449,1,금속자재,금속
46,800,3295,1,기계장비,공구
47,804,1335,1,기계장비,공구
47,1056,1338,1,전기전자자재,전선
47,793,2197,1,기계장비,공구
47,794,2419,1,기계장비,공구
47,799,3259,1,기계장비,공구
47,800,3296,1,기계장비,공구
48,1036,123,1,전기전자자재,전선
48,1223,1081,1,,
48,819,2451,1,금속자재,금속
48,1149,3131,1,금속자재,합금
49,793,184,1,기계장비,공구
49,819,304,1,금속자재,금속
49,800,1103,1,기계장비,공구
49,911,2454,1,금속자재,부품
49,1091,3044,1,기계장비,컴프레셔(콤프레샤)
49,1092,3395,1,기계장비,컴프레셔(콤프레샤)
49,753,3621,1,기초화학물질,가스
50,819,303,1,금속자재,금속
50,800,1100,1,기계장비,공구
50,805,1351,1,기계장비,공구
50,1020,2212,1,금속제품,자석
50,1021,2458,1,금속제품,자석
50,1023,2765,1,금속제품,자석
51,1098,666,1,플라스틱자재,튜브
51,839,845,1,전기전자자재,단자
51,1171,906,1,,
51,1086,1265,1,금속자재,커넥터
51,1055,1277,1,전기전자자재,전선
51,1172,1283,1,,
51,935,1345,1,금속자재,부품
51,1128,1389,1,간판및광고물,표지판
51,912,2462,1,금속자재,부품
52,1063,145,1,조명및전구,조명제품
52,1074,1006,1,조명및전구,조명제품
52,1033,2033,1,전기전자자재,전선
52,1039,2183,1,전기전자자재,전선
52,913,2491,1,금속자재,부품
52,1055,3470,1,전기전자자재,전선
52,1326,4324,1,조명및전구,조명제품
53,1055,1274,1,전기전자자재,전선
54,1175,241,1,,
54,1174,623,1,,
54,1173,1420,1,,
54,1093,2223,1,케이스,케이스
54,913,2492,1,금속자재,부품
54,848,2552,1,간판및광고물,명판
55,1038,155,1,전기전자자재,전선
55,1103,664,1,금속자재,파이프
55,1098,667,1,플라스틱자재,튜브
55,1187,2581,1,,
56,931,1113,1,금속자재,부품
56,1187,2582,1,,
57,1058,40,1,조명및전구,조명제품
57,1060,106,1,조명및전구,조명제품
57,1187,2586,1,,
57,1090,3163,1,전기전자제품,컨버터및인버터
57,1326,4348,1,조명및전구,조명제품
58,1309,1631,1,,NA
58,1298,1821,1,인쇄,NA
58,1277,1912,1,기계제작2,NA
58,1273,1913,1,기계제작1,NA
58,1187,2589,1,,
58,1210,3211,1,,
59,1187,2585,1,,
59,1212,3601,1,,
60,1015,575,1,건축자재,인테리어철물
60,1215,2630,1,,
61,1177,132,1,,
61,1090,972,1,전기전자제품,컨버터및인버터
61,1176,1034,1,,
61,1206,2636,1,,
61,1207,3034,1,,
61,1208,3324,1,,
62,804,1336,1,기계장비,공구
62,935,1344,1,금속자재,부품
62,1170,2487,1,,
62,762,2631,1,전기전자제품,가전제품(전기전자제품)
62,763,2637,1,전기전자제품,가전제품(전기전자제품)
63,863,7,1,박스,박스
63,864,20,1,박스,박스
63,953,150,1,금속자재,스테인리스
63,964,828,1,비철금속자재,알루미늄
64,1141,1,1,플라스틱자재,필름
64,864,19,1,박스,박스
64,868,734,1,박스,박스
64,1282,3922,1,기계제작2,NA
64,1286,4011,1,부품제작,NA
64,1300,4223,1,후처리2,NA
65,849,594,1,간판및광고물,명판
65,1129,1385,1,간판및광고물,표지판
65,1192,2639,1,,
65,1193,3317,1,,
65,1222,3523,1,,
67,936,1346,1,금속자재,부품
67,764,2672,1,전기전자제품,가전제품(전기전자제품)
68,863,3,1,박스,박스
68,1096,1250,1,케이스,케이스
68,764,2669,1,전기전자제품,가전제품(전기전자제품)
69,1090,976,1,전기전자제품,컨버터및인버터
69,1097,2178,1,플라스틱자재,튜브
69,1194,2674,1,,
69,1195,3114,1,,
70,1093,192,1,케이스,케이스
70,913,345,1,금속자재,부품
70,848,427,1,간판및광고물,명판
70,1186,2682,1,,
71,779,1290,1,전기전자제품,가전제품(전기전자제품)
71,935,1339,1,금속자재,부품
71,1186,2683,1,,
72,1176,1035,1,,
72,1186,2678,1,,
73,1210,1029,1,,
73,1186,2681,1,,
74,839,847,1,전기전자자재,단자
74,1186,2680,1,,
75,1045,544,1,전기전자자재,전선
75,926,879,1,금속자재,부품
75,946,895,1,전기전자제품,센서
75,1086,1264,1,금속자재,커넥터
75,879,2499,1,금속자재,베어링
75,880,2600,1,금속자재,베어링
75,1186,2685,1,,
75,881,2713,1,금속자재,베어링
76,1175,242,1,,
76,860,762,1,전기전자제품,미터(메타)
76,1184,1108,1,,
76,1220,2695,1,,
77,1033,13,1,전기전자자재,전선
77,1039,158,1,전기전자자재,전선
77,913,344,1,금속자재,부품
77,1055,1272,1,전기전자자재,전선
77,765,2701,1,전기전자제품,가전제품(전기전자제품)
78,1276,1510,1,기계제작2,NA
78,1307,1614,1,,NA
78,765,2705,1,전기전자제품,가전제품(전기전자제품)
79,1226,1117,1,,
79,1225,1430,1,,
79,765,2703,1,전기전자제품,가전제품(전기전자제품)
80,994,2189,1,기계장비,의료
80,1003,3676,1,기계장비,의료
80,1005,3682,1,기계장비,의료
81,1174,624,1,,
81,1210,1030,1,,
81,773,1098,1,전기전자제품,가전제품(전기전자제품)
81,908,2725,1,부동산중개,부동산중개
82,1180,316,1,,
82,1086,1262,1,금속자재,커넥터
82,1042,2293,1,전기전자자재,전선
82,1044,2453,1,전기전자자재,전선
82,1046,2734,1,전기전자자재,전선
82,1185,3543,1,,
83,791,343,1,합성고무자재,고무
83,1181,755,1,,
83,927,892,1,금속자재,부품
83,970,920,1,기초화학물질,우레탄
83,1155,1334,1,화학섬유,합성섬유
83,849,2767,1,간판및광고물,명판
83,1129,3582,1,간판및광고물,표지판
84,1180,317,1,,
84,1182,709,1,,
84,839,844,1,전기전자자재,단자
84,1172,1284,1,,
84,1191,2578,1,,
84,1190,2775,1,,
85,1178,680,1,,
85,978,2789,1,건축자재,위생용도자기
86,1264,249,1,,
86,942,2288,1,전기전자제품,센서
86,943,2296,1,전기전자제품,센서
86,944,2493,1,전기전자제품,센서
86,1174,2796,1,,
86,945,2886,1,전기전자제품,센서
86,946,3076,1,전기전자제품,센서
87,874,637,1,금속제품,밸브
87,951,842,1,전기전자자재,스위치
87,947,936,1,전기전자제품,센서
87,1333,4426,1,전기전자자재,스위치
87,1174,2798,1,,
87,1210,3213,1,,
87,773,3288,1,전기전자제품,가전제품(전기전자제품)
88,1224,2802,1,,
89,769,897,1,전기전자제품,가전제품(전기전자제품)
89,1218,2804,1,,
89,1219,3626,1,,
90,915,446,1,금속자재,부품
90,930,1089,1,금속자재,부품
90,874,2810,1,금속제품,밸브
90,929,3110,1,금속자재,부품
91,1210,1024,1,,
91,874,2809,1,금속제품,밸브
91,925,3046,1,금속자재,부품
91,1213,3088,1,,
91,929,3111,1,금속자재,부품
92,911,308,1,금속자재,부품
92,1091,864,1,기계장비,컴프레셔(콤프레샤)
92,1092,1200,1,기계장비,컴프레셔(콤프레샤)
92,753,1423,1,기초화학물질,가스
92,1209,2811,1,,
93,1095,2813,1,케이스,케이스
94,1093,200,1,케이스,케이스
94,994,2193,1,기계장비,의료
94,996,2825,1,기계장비,의료
94,1002,3638,1,기계장비,의료
95,863,8,1,박스,박스
95,1183,578,1,,
95,867,702,1,박스,박스
95,996,2826,1,기계장비,의료
96,1087,1383,1,금속자재,커넥터
96,1038,2180,1,전기전자자재,전선
96,1103,2838,1,금속자재,파이프
96,1098,2841,1,플라스틱자재,튜브
97,1184,1109,1,,
97,837,2460,1,전기전자자재,단자
97,875,2839,1,금속제품,밸브
97,924,2939,1,금속자재,부품
98,1042,266,1,전기전자자재,전선
98,1044,305,1,전기전자자재,전선
98,1046,580,1,전기전자자재,전선
98,1185,1348,1,,
98,1178,2851,1,,
100,1038,154,1,전기전자자재,전선
100,1086,1266,1,금속자재,커넥터
100,814,2461,1,금속제품,귀금속
100,815,2842,1,금속제품,귀금속
100,816,2893,1,금속제품,귀금속
100,817,3067,1,금속제품,귀금속
101,895,1105,1,금속자재,"볼트,너트"
101,1141,2021,1,플라스틱자재,필름
101,864,2039,1,박스,박스
101,868,2910,1,박스,박스
102,770,902,1,전기전자제품,가전제품(전기전자제품)
102,920,2736,1,금속자재,부품
102,1132,2806,1,전기전자자재,퓨즈(휴즈)
102,1181,2931,1,,
103,1166,609,1,,
103,1167,965,1,,
103,810,1257,1,기계장비,과학용품
103,791,2490,1,합성고무자재,고무
103,1181,2932,1,,
103,927,3072,1,금속자재,부품
103,970,3100,1,기초화학물질,우레탄
103,1155,3529,1,화학섬유,합성섬유
104,807,253,1,기계장비,과학용품
104,1201,2935,1,,
104,1193,3316,1,,
104,1222,3525,1,,
105,985,485,1,유리자재,유리
105,1166,610,1,,
105,988,941,1,유리자재,유리
105,1105,945,1,금속자재,파이프
105,989,947,1,유리자재,유리
105,1040,2229,1,전기전자자재,전선
105,1050,2936,1,전기전자자재,전선
105,1052,3055,1,전기전자자재,전선
105,1155,3527,1,화학섬유,합성섬유
105,1185,3544,1,,
106,1202,1036,1,,
106,1199,2277,1,,
106,1198,2937,1,,
106,1200,3687,1,,
107,1187,439,1,,
107,1210,1027,1,,
107,958,2951,1,플라스틱자재,아크릴
108,958,2942,1,플라스틱자재,아크릴
109,1210,1026,1,,
110,1167,963,1,,
111,1188,263,1,,
111,1119,873,1,기계장비,펌프
111,1134,2020,1,플라스틱자재,플라스틱
111,958,2940,1,플라스틱자재,아크릴
111,959,3613,1,플라스틱자재,아크릴
111,1140,3616,1,플라스틱자재,플라스틱
112,1205,2778,1,,
112,767,2794,1,전기전자제품,가전제품(전기전자제품)
112,1118,3022,1,기계장비,펌프
112,1204,3465,1,,
113,997,953,1,기계장비,의료
113,1189,957,1,,
113,839,3025,1,전기전자자재,단자
114,1180,2464,1,,
114,1182,2885,1,,
114,839,3026,1,전기전자자재,단자
114,1172,3479,1,,
115,1155,1333,1,화학섬유,합성섬유
115,1310,1620,1,,NA
115,1051,3037,1,전기전자자재,전선
116,1188,2289,1,,
116,1119,3052,1,기계장비,펌프
117,1191,431,1,,
117,1190,602,1,,
117,817,3060,1,금속제품,귀금속
118,806,229,1,기계장비,과학용품
118,1188,262,1,,
118,767,620,1,전기전자제품,가전제품(전기전자제품)
118,770,900,1,전기전자제품,가전제품(전기전자제품)
118,773,1092,1,전기전자제품,가전제품(전기전자제품)
118,774,1111,1,전기전자제품,가전제품(전기전자제품)
118,811,1472,1,기계장비,과학용품
118,817,3065,1,금속제품,귀금속
119,1192,486,1,,
119,1193,1126,1,,
119,1222,1326,1,,
119,815,2849,1,금속제품,귀금속
119,817,3068,1,금속제품,귀금속
120,883,159,1,플라스틱자재,벨트
120,885,1293,1,플라스틱자재,벨트
120,1165,1485,1,,
120,820,2673,1,금속자재,금속
120,815,2845,1,금속제품,귀금속
120,817,3071,1,금속제품,귀금속
121,816,2892,1,금속제품,귀금속
121,817,3066,1,금속제품,귀금속
122,958,774,1,플라스틱자재,아크릴
122,1045,2699,1,전기전자자재,전선
122,926,3058,1,금속자재,부품
122,946,3075,1,전기전자제품,센서
122,1086,3457,1,금속자재,커넥터
124,1097,153,1,플라스틱자재,튜브
124,1194,520,1,,
124,1195,933,1,,
124,1197,2827,1,,
124,769,3079,1,전기전자제품,가전제품(전기전자제품)
125,1065,237,1,조명및전구,조명제품
125,1070,647,1,조명및전구,조명제품
125,1077,1197,1,조명및전구,조명제품
125,1081,1365,1,조명및전구,조명제품
125,770,3083,1,전기전자제품,가전제품(전기전자제품)
125,1326,4344,1,조명및전구,조명제품
126,908,571,1,부동산중개,부동산중개
126,1174,2799,1,,
126,770,3084,1,전기전자제품,가전제품(전기전자제품)
127,1196,1434,1,,
127,1174,2800,1,,
127,945,2887,1,전기전자제품,센서
127,946,3074,1,전기전자제품,센서
127,769,3077,1,전기전자제품,가전제품(전기전자제품)
127,770,3085,1,전기전자제품,가전제품(전기전자제품)
128,770,3081,1,전기전자제품,가전제품(전기전자제품)
128,1195,3113,1,,
129,1020,189,1,금속제품,자석
129,1021,311,1,금속제품,자석
129,1023,592,1,금속제품,자석
129,770,3080,1,전기전자제품,가전제품(전기전자제품)
129,773,3283,1,전기전자제품,가전제품(전기전자제품)
130,764,516,1,전기전자제품,가전제품(전기전자제품)
130,806,2257,1,기계장비,과학용품
130,1188,2290,1,,
130,767,2791,1,전기전자제품,가전제품(전기전자제품)
130,770,3082,1,전기전자제품,가전제품(전기전자제품)
130,773,3282,1,전기전자제품,가전제품(전기전자제품)
130,774,3303,1,전기전자제품,가전제품(전기전자제품)
130,811,3671,1,기계장비,과학용품
131,1197,654,1,,
131,769,898,1,전기전자제품,가전제품(전기전자제품)
131,861,3101,1,플라스틱제품,바퀴
131,862,3549,1,플라스틱제품,바퀴
132,1199,250,1,,
132,1198,761,1,,
132,1200,1487,1,,
132,1073,3112,1,조명및전구,조명제품
133,1333,4425,1,전기전자자재,스위치
133,958,779,1,플라스틱자재,아크릴
133,874,2808,1,금속제품,밸브
133,951,3021,1,전기전자자재,스위치
133,947,3116,1,전기전자제품,센서
134,1201,759,1,,
134,1193,1123,1,,
134,1222,1327,1,,
134,988,3119,1,유리자재,유리
135,1202,1037,1,,
135,984,2252,1,유리자재,유리
135,988,3124,1,유리자재,유리
136,879,352,1,금속자재,베어링
136,880,449,1,금속자재,베어링
136,1186,524,1,,
136,881,559,1,금속자재,베어링
136,985,2638,1,유리자재,유리
136,1166,2782,1,,
136,988,3122,1,유리자재,유리
136,1105,3125,1,금속자재,파이프
136,989,3126,1,유리자재,유리
137,911,309,1,금속자재,부품
137,938,1433,1,금속자재,부품
137,988,3117,1,유리자재,유리
137,1167,3144,1,,
138,878,122,1,금속자재,베어링
138,997,3134,1,기계장비,의료
138,1189,3136,1,,
139,1276,1532,1,기계제작2,NA
139,1167,3145,1,,
140,773,1094,1,전기전자제품,가전제품(전기전자제품)
141,799,1072,1,기계장비,공구
141,1090,3158,1,전기전자제품,컨버터및인버터
142,1270,1798,1,기계제작1,NA
142,1177,2157,1,,
142,1090,3153,1,전기전자제품,컨버터및인버터
142,1176,3215,1,,
143,1193,1125,1,,
143,1222,1331,1,,
143,1217,2255,1,,
143,1090,3155,1,전기전자제품,컨버터및인버터
143,1216,3402,1,,
144,772,1065,1,전기전자제품,가전제품(전기전자제품)
144,1090,3154,1,전기전자제품,컨버터및인버터
144,1221,3463,1,,
145,1091,866,1,기계장비,컴프레셔(콤프레샤)
145,801,1116,1,기계장비,공구
145,802,1130,1,기계장비,공구
145,1210,3206,1,,
146,1058,26,1,조명및전구,조명제품
146,1060,75,1,조명및전구,조명제품
146,1210,3205,1,,
146,1326,4322,1,조명및전구,조명제품
147,1205,605,1,,
147,767,618,1,전기전자제품,가전제품(전기전자제품)
147,1118,843,1,기계장비,펌프
147,1204,1270,1,,
147,1210,3212,1,,
148,793,183,1,기계장비,공구
148,794,275,1,기계장비,공구
148,1210,3207,1,,
148,1253,3249,1,,
149,770,901,1,전기전자제품,가전제품(전기전자제품)
149,1195,934,1,,
149,1090,3161,1,전기전자제품,컨버터및인버터
149,1210,3210,1,,
151,1206,483,1,,
151,1207,855,1,,
151,1208,1132,1,,
151,1202,3217,1,,
152,861,921,1,플라스틱제품,바퀴
152,862,1354,1,플라스틱제품,바퀴
152,1202,3218,1,,
153,1058,50,1,조명및전구,조명제품
153,1060,115,1,조명및전구,조명제품
153,807,2286,1,기계장비,과학용품
153,767,2792,1,전기전자제품,가전제품(전기전자제품)
153,808,2823,1,기계장비,과학용품
153,773,3285,1,전기전자제품,가전제품(전기전자제품)
153,1326,4336,1,조명및전구,조명제품
154,1058,51,1,조명및전구,조명제품
154,1060,99,1,조명및전구,조명제품
154,1080,1352,1,조명및전구,조명제품
154,1030,3234,1,조명및전구,전구
154,935,3540,1,금속자재,부품
154,1326,4271,1,조명및전구,조명제품
155,799,1070,1,기계장비,공구
155,772,3257,1,전기전자제품,가전제품(전기전자제품)
156,799,3264,1,기계장비,공구
157,797,860,1,기계장비,공구
157,776,1256,1,전기전자제품,가전제품(전기전자제품)
158,1020,185,1,금속제품,자석
158,915,2597,1,금속자재,부품
158,930,3281,1,금속자재,부품
159,1101,611,1,금속자재,파이프
159,1238,1375,1,,
159,1211,1496,1,,
159,773,3284,1,전기전자제품,가전제품(전기전자제품)
160,819,302,1,금속자재,금속
160,1149,950,1,금속자재,합금
160,773,3286,1,전기전자제품,가전제품(전기전자제품)
161,1209,639,1,,
161,773,3290,1,전기전자제품,가전제품(전기전자제품)
162,1040,204,1,전기전자자재,전선
162,1050,760,1,전기전자자재,전선
162,1052,876,1,전기전자자재,전선
162,1155,1332,1,화학섬유,합성섬유
162,1185,1349,1,,
162,773,3287,1,전기전자제품,가전제품(전기전자제품)
163,1187,434,1,,
163,773,3289,1,전기전자제품,가전제품(전기전자제품)
163,802,3322,1,기계장비,공구
164,1187,438,1,,
164,1090,981,1,전기전자제품,컨버터및인버터
164,800,3292,1,기계장비,공구
165,942,261,1,전기전자제품,센서
165,943,269,1,전기전자제품,센서
165,944,346,1,전기전자제품,센서
165,1174,626,1,,
165,945,711,1,전기전자제품,센서
165,946,896,1,전기전자제품,센서
165,895,3297,1,금속자재,"볼트,너트"
166,1210,1033,1,,
166,1184,3300,1,,
167,1040,203,1,전기전자자재,전선
167,1044,306,1,전기전자자재,전선
167,1045,545,1,전기전자자재,전선
167,1054,1261,1,전기전자자재,전선
167,931,3305,1,금속자재,부품
168,1193,3315,1,,
168,1222,3521,1,,
169,1193,3319,1,,
169,1222,3524,1,,
169,1200,3688,1,,
170,1211,1497,1,,
170,1091,3045,1,기계장비,컴프레셔(콤프레샤)
170,801,3308,1,기계장비,공구
170,802,3321,1,기계장비,공구
171,911,307,1,금속자재,부품
171,1204,1271,1,,
171,753,1422,1,기초화학물질,가스
171,1058,2066,1,조명및전구,조명제품
171,1060,2143,1,조명및전구,조명제품
171,917,2641,1,금속자재,부품
171,1074,3188,1,조명및전구,조명제품
171,1253,3243,1,,
171,1326,4268,1,조명및전구,조명제품
172,1187,440,1,,
172,1063,2170,1,조명및전구,조명제품
172,1074,3186,1,조명및전구,조명제품
172,1326,4273,1,조명및전구,조명제품
173,1187,433,1,,
173,1212,1402,1,,
173,797,3038,1,기계장비,공구
173,799,3258,1,기계장비,공구
173,776,3451,1,전기전자제품,가전제품(전기전자제품)
174,874,635,1,금속제품,밸브
174,929,931,1,금속자재,부품
174,1166,2783,1,,
174,1167,3146,1,,
174,810,3453,1,기계장비,과학용품
175,874,636,1,금속제품,밸브
175,925,867,1,금속자재,부품
175,1213,908,1,,
175,929,930,1,금속자재,부품
175,1090,3159,1,전기전자제품,컨버터및인버터
176,1038,2179,1,전기전자자재,전선
176,1086,3460,1,금속자재,커넥터
177,1214,707,1,,
177,1180,2463,1,,
177,1086,3462,1,금속자재,커넥터
178,920,581,1,금속자재,부품
178,1132,633,1,전기전자자재,퓨즈(휴즈)
178,1181,756,1,,
178,839,3023,1,전기전자자재,단자
178,1086,3459,1,금속자재,커넥터
180,1175,240,1,,
180,1174,627,1,,
180,1173,1421,1,,
180,1055,3468,1,전기전자자재,전선
181,1164,126,1,전자전기제품,회로
181,1300,2017,1,회로설계,NA
181,1055,3474,1,전기전자자재,전선
182,1107,17,1,금속자재,팬
182,1108,596,1,금속자재,팬
182,998,959,1,기계장비,의료
182,1110,1347,1,금속자재,팬
182,1001,1394,1,기계장비,의료
182,1223,3279,1,,
182,1055,3472,1,전기전자자재,전선
183,1098,2840,1,플라스틱자재,튜브
183,839,3024,1,전기전자자재,단자
183,1171,3086,1,,
183,1086,3461,1,금속자재,커넥터
183,1055,3471,1,전기전자자재,전선
183,1172,3478,1,,
183,935,3536,1,금속자재,부품
183,1128,3590,1,간판및광고물,표지판
184,1055,3475,1,전기전자자재,전선
184,1056,3533,1,전기전자자재,전선
184,935,3539,1,금속자재,부품
185,1051,858,1,전기전자자재,전선
185,779,3484,1,전기전자제품,가전제품(전기전자제품)
185,935,3537,1,금속자재,부품
186,1107,18,1,금속자재,팬
186,1187,441,1,,
186,1174,625,1,,
186,1178,678,1,,
186,1155,3528,1,화학섬유,합성섬유
186,1318,3832,1,,NA
187,1058,48,1,조명및전구,조명제품
187,1060,109,1,조명및전구,조명제품
187,780,207,1,간판및광고물,간판
187,804,3531,1,기계장비,공구
187,1056,3532,1,전기전자자재,전선
188,852,222,1,기계장비,모터
188,779,3485,1,전기전자제품,가전제품(전기전자제품)
188,935,3538,1,금속자재,부품
189,839,846,1,전기전자자재,단자
189,1086,1263,1,금속자재,커넥터
189,804,3530,1,기계장비,공구
189,935,3534,1,금속자재,부품
190,837,313,1,전기전자자재,단자
190,875,665,1,금속제품,밸브
190,924,763,1,금속자재,부품
190,936,3541,1,금속자재,부품
192,1211,1498,1,,
192,1087,3580,1,금속자재,커넥터
193,1210,1028,1,,
193,1253,1053,1,,
193,883,2185,1,플라스틱자재,벨트
193,885,3490,1,플라스틱자재,벨트
193,1165,3685,1,,
194,1020,188,1,금속제품,자석
194,1025,880,1,금속제품,자석
194,1026,1286,1,금속제품,자석
194,1175,2268,1,,
194,1174,2801,1,,
194,1173,3619,1,,
195,773,1099,1,전기전자제품,가전제품(전기전자제품)
195,1175,2267,1,,
195,1174,2795,1,,
195,1173,3620,1,,
196,911,2456,1,금속자재,부품
196,1204,3466,1,,
196,753,3622,1,기초화학물질,가스
197,1174,628,1,,
197,770,905,1,전기전자제품,가전제품(전기전자제품)
197,911,2455,1,금속자재,부품
197,938,3632,1,금속자재,부품
198,1186,531,1,,
198,1196,3633,1,,
199,1186,527,1,,
199,995,2599,1,기계장비,의료
199,765,2708,1,전기전자제품,가전제품(전기전자제품)
199,768,2990,1,전기전자제품,가전제품(전기전자제품)
199,1002,3636,1,기계장비,의료
199,1003,3679,1,기계장비,의료
199,1005,3683,1,기계장비,의료
200,1211,3697,1,,
201,1090,977,1,전기전자제품,컨버터및인버터
201,1211,3696,1,,
202,1164,2149,1,전자전기제품,회로
202,1326,4287,1,조명및전구,조명제품
203,1174,622,1,,
203,945,710,1,전기전자제품,센서
203,946,894,1,전기전자제품,센서
